OCV-FallOff Beispielmessung
Index,c2,c3,c4,c5,c6,Voltage,c8
140,0,0,0,0,0,0.04285,0
141,0,0,0,0,0,0.03764,0
142,0,0,0,0,0,0.04521,0
143,0,0,0,0,0,0.03602,0
144,0,0,0,0,0,0.04485,0
145,0,0,0,0,0,0.03695,0
146,0,0,0,0,0,0.04000,0
147,0,0,0,0,0,0.03853,0
148,0,0,0,0,0,0.03897,0
149,0,0,0,0,0,0.04240,0
150,0,0,0,0,0,0.04450,0
151,0,0,0,0,0,0.04357,0
152,0,0,0,0,0,0.03879,0
153,0,0,0,0,0,0.04055,0
154,0,0,0,0,0,0.03765,0
155,0,0,0,0,0,0.03703,0
156,0,0,0,0,0,0.03656,0
157,0,0,0,0,0,0.03869,0
158,0,0,0,0,0,0.04075,0
159,0,0,0,0,0,0.03426,0
160,0,0,0,0,0,0.03986,0
161,0,0,0,0,0,0.04455,0
162,0,0,0,0,0,0.04337,0
163,0,0,0,0,0,0.03824,0
164,0,0,0,0,0,0.03581,0
165,0,0,0,0,0,0.04138,0
166,0,0,0,0,0,0.03305,0
167,0,0,0,0,0,0.04333,0
168,0,0,0,0,0,0.03936,0
169,0,0,0,0,0,0.04549,0
170,0,0,0,0,0,0.03482,0
171,0,0,0,0,0,0.04275,0
172,0,0,0,0,0,0.03970,0
173,0,0,0,0,0,0.03901,0
174,0,0,0,0,0,0.03589,0
175,0,0,0,0,0,0.04179,0
176,0,0,0,0,0,0.04203,0
177,0,0,0,0,0,0.04536,0
178,0,0,0,0,0,0.04302,0
179,0,0,0,0,0,0.03822,0
180,0,0,0,0,0,0.03699,0
181,0,0,0,0,0,0.03589,0
182,0,0,0,0,0,0.04442,0
183,0,0,0,0,0,0.03767,0
184,0,0,0,0,0,0.04444,0
185,0,0,0,0,0,0.04158,0
186,0,0,0,0,0,0.04099,0
187,0,0,0,0,0,0.03908,0
188,0,0,0,0,0,0.04198,0
189,0,0,0,0,0,0.03995,0
190,0,0,0,0,0,0.03889,0
191,0,0,0,0,0,0.04209,0
192,0,0,0,0,0,0.03957,0
193,0,0,0,0,0,0.03760,0
194,0,0,0,0,0,0.04180,0
195,0,0,0,0,0,0.03981,0
196,0,0,0,0,0,0.04147,0
197,0,0,0,0,0,0.03864,0
198,0,0,0,0,0,0.03637,0
199,0,0,0,0,0,0.04521,0
200,0,0,0,0,0,0.04464,0
201,0,0,0,0,0,0.04265,0
202,0,0,0,0,0,0.03884,0
203,0,0,0,0,0,0.03910,0
204,0,0,0,0,0,0.04415,0
205,0,0,0,0,0,0.03894,0
206,0,0,0,0,0,0.03810,0
207,0,0,0,0,0,0.04562,0
208,0,0,0,0,0,0.03986,0
209,0,0,0,0,0,0.04531,0
210,0,0,0,0,0,0.03580,0
211,0,0,0,0,0,0.04155,0
212,0,0,0,0,0,0.04621,0
213,0,0,0,0,0,0.04009,0
214,0,0,0,0,0,0.03921,0
215,0,0,0,0,0,0.03650,0
216,0,0,0,0,0,0.04325,0
217,0,0,0,0,0,0.03769,0
218,0,0,0,0,0,0.03972,0
219,0,0,0,0,0,0.03630,0
220,0,0,0,0,0,0.04467,0
221,0,0,0,0,0,0.04346,0
222,0,0,0,0,0,0.03991,0
223,0,0,0,0,0,0.03654,0
224,0,0,0,0,0,0.04461,0
225,0,0,0,0,0,0.03890,0
226,0,0,0,0,0,0.03668,0
227,0,0,0,0,0,0.03471,0
228,0,0,0,0,0,0.03806,0
229,0,0,0,0,0,0.03564,0
230,0,0,0,0,0,0.03813,0
231,0,0,0,0,0,0.04223,0
232,0,0,0,0,0,0.03887,0
233,0,0,0,0,0,0.04107,0
234,0,0,0,0,0,0.03783,0
235,0,0,0,0,0,0.04020,0
236,0,0,0,0,0,0.04576,0
237,0,0,0,0,0,0.03895,0
238,0,0,0,0,0,0.04115,0
239,0,0,0,0,0,0.03530,0
240,0,0,0,0,0,0.04456,0
241,0,0,0,0,0,0.03857,0
242,0,0,0,0,0,0.04315,0
243,0,0,0,0,0,0.03963,0
244,0,0,0,0,0,0.04183,0
245,0,0,0,0,0,0.04201,0
246,0,0,0,0,0,0.03864,0
247,0,0,0,0,0,0.04328,0
248,0,0,0,0,0,0.03772,0
249,0,0,0,0,0,0.04233,0
250,0,0,0,0,0,0.03883,0
251,0,0,0,0,0,0.04105,0
252,0,0,0,0,0,0.03861,0
253,0,0,0,0,0,0.04015,0
254,0,0,0,0,0,0.03678,0
255,0,0,0,0,0,0.04074,0
256,0,0,0,0,0,0.04013,0
257,0,0,0,0,0,0.03838,0
258,0,0,0,0,0,0.03983,0
259,0,0,0,0,0,0.04040,0
260,0,0,0,0,0,0.03815,0
261,0,0,0,0,0,0.03961,0
262,0,0,0,0,0,0.03698,0
263,0,0,0,0,0,0.04704,0
264,0,0,0,0,0,0.04318,0
265,0,0,0,0,0,0.04082,0
266,0,0,0,0,0,0.04352,0
267,0,0,0,0,0,0.03406,0
268,0,0,0,0,0,0.03233,0
269,0,0,0,0,0,0.03880,0
270,0,0,0,0,0,0.03586,0
271,0,0,0,0,0,0.03929,0
272,0,0,0,0,0,0.04062,0
273,0,0,0,0,0,0.04276,0
274,0,0,0,0,0,0.03659,0
275,0,0,0,0,0,0.04120,0
276,0,0,0,0,0,0.04004,0
277,0,0,0,0,0,0.04104,0
278,0,0,0,0,0,0.03844,0
279,0,0,0,0,0,0.04415,0
280,0,0,0,0,0,0.03969,0
281,0,0,0,0,0,0.04532,0
282,0,0,0,0,0,0.03763,0
283,0,0,0,0,0,0.04223,0
284,0,0,0,0,0,0.03982,0
285,0,0,0,0,0,0.03902,0
286,0,0,0,0,0,0.04190,0
287,0,0,0,0,0,0.03910,0
288,0,0,0,0,0,0.03201,0
289,0,0,0,0,0,0.03081,0
290,0,0,0,0,0,0.04382,0
291,0,0,0,0,0,0.04369,0
292,0,0,0,0,0,0.04566,0
293,0,0,0,0,0,0.03995,0
294,0,0,0,0,0,0.03612,0
295,0,0,0,0,0,0.03874,0
296,0,0,0,0,0,0.04003,0
297,0,0,0,0,0,0.03698,0
298,0,0,0,0,0,0.04495,0
299,0,0,0,0,0,0.04672,0
300,0,0,0,0,0,0.04143,0
301,0,0,0,0,0,0.03997,0
302,0,0,0,0,0,0.03612,0
303,0,0,0,0,0,0.04464,0
304,0,0,0,0,0,0.04023,0
305,0,0,0,0,0,0.03913,0
306,0,0,0,0,0,0.04144,0
307,0,0,0,0,0,0.03824,0
308,0,0,0,0,0,0.04044,0
309,0,0,0,0,0,0.03567,0
310,0,0,0,0,0,0.04326,0
311,0,0,0,0,0,0.03969,0
312,0,0,0,0,0,0.04348,0
313,0,0,0,0,0,0.03940,0
314,0,0,0,0,0,0.03959,0
315,0,0,0,0,0,0.03636,0
316,0,0,0,0,0,0.04228,0
317,0,0,0,0,0,0.03737,0
318,0,0,0,0,0,0.03854,0
319,0,0,0,0,0,0.04000,0
320,0,0,0,0,0,0.04036,0
321,0,0,0,0,0,0.03488,0
322,0,0,0,0,0,0.03931,0
323,0,0,0,0,0,0.04239,0
324,0,0,0,0,0,0.03886,0
325,0,0,0,0,0,0.03933,0
326,0,0,0,0,0,0.04049,0
327,0,0,0,0,0,0.03962,0
328,0,0,0,0,0,0.03691,0
329,0,0,0,0,0,0.03989,0
330,0,0,0,0,0,0.04298,0
331,0,0,0,0,0,0.03685,0
332,0,0,0,0,0,0.03888,0
333,0,0,0,0,0,0.03586,0
334,0,0,0,0,0,0.04282,0
335,0,0,0,0,0,0.03972,0
336,0,0,0,0,0,0.03745,0
337,0,0,0,0,0,0.04028,0
338,0,0,0,0,0,0.03639,0
339,0,0,0,0,0,0.03690,0
340,0,0,0,0,0,0.03562,0
341,0,0,0,0,0,0.03680,0
342,0,0,0,0,0,0.04407,0
343,0,0,0,0,0,0.03780,0
344,0,0,0,0,0,0.04140,0
345,0,0,0,0,0,0.03749,0
346,0,0,0,0,0,0.04228,0
347,0,0,0,0,0,0.03692,0
348,0,0,0,0,0,0.04012,0
349,0,0,0,0,0,0.04016,0
350,0,0,0,0,0,0.04698,0
351,0,0,0,0,0,0.04189,0
352,0,0,0,0,0,0.03822,0
353,0,0,0,0,0,0.04206,0
354,0,0,0,0,0,0.04641,0
355,0,0,0,0,0,0.03511,0
356,0,0,0,0,0,0.03747,0
357,0,0,0,0,0,0.03929,0
358,0,0,0,0,0,0.03875,0
359,0,0,0,0,0,0.03900,0
360,0,0,0,0,0,0.03609,0
361,0,0,0,0,0,0.04421,0
362,0,0,0,0,0,0.03573,0
363,0,0,0,0,0,0.03940,0
364,0,0,0,0,0,0.04314,0
365,0,0,0,0,0,0.03991,0
366,0,0,0,0,0,0.03706,0
367,0,0,0,0,0,0.03595,0
368,0,0,0,0,0,0.03931,0
369,0,0,0,0,0,0.03773,0
370,0,0,0,0,0,0.04062,0
371,0,0,0,0,0,0.03580,0
372,0,0,0,0,0,0.04244,0
373,0,0,0,0,0,0.04035,0
374,0,0,0,0,0,0.04057,0
375,0,0,0,0,0,0.04432,0
376,0,0,0,0,0,0.03869,0
377,0,0,0,0,0,0.03782,0
378,0,0,0,0,0,0.03836,0
379,0,0,0,0,0,0.03942,0
380,0,0,0,0,0,0.03973,0
381,0,0,0,0,0,0.03751,0
382,0,0,0,0,0,0.03393,0
383,0,0,0,0,0,0.03832,0
384,0,0,0,0,0,0.04108,0
385,0,0,0,0,0,0.04041,0
386,0,0,0,0,0,0.04360,0
387,0,0,0,0,0,0.04587,0
388,0,0,0,0,0,0.04228,0
389,0,0,0,0,0,0.04415,0
390,0,0,0,0,0,0.04230,0
391,0,0,0,0,0,0.04513,0
392,0,0,0,0,0,0.04555,0
393,0,0,0,0,0,0.04285,0
394,0,0,0,0,0,0.04212,0
395,0,0,0,0,0,0.03938,0
396,0,0,0,0,0,0.03988,0
397,0,0,0,0,0,0.03899,0
398,0,0,0,0,0,0.04186,0
399,0,0,0,0,0,0.03784,0
400,0,0,0,0,0,0.03943,0
401,0,0,0,0,0,0.03293,0
402,0,0,0,0,0,0.04517,0
403,0,0,0,0,0,0.03934,0
404,0,0,0,0,0,0.04137,0
405,0,0,0,0,0,0.04437,0
406,0,0,0,0,0,0.04090,0
407,0,0,0,0,0,0.04433,0
408,0,0,0,0,0,0.03627,0
409,0,0,0,0,0,0.04719,0
410,0,0,0,0,0,0.04326,0
411,0,0,0,0,0,0.04063,0
412,0,0,0,0,0,0.04428,0
413,0,0,0,0,0,0.03649,0
414,0,0,0,0,0,0.03913,0
415,0,0,0,0,0,0.04433,0
416,0,0,0,0,0,0.03440,0
417,0,0,0,0,0,0.04168,0
418,0,0,0,0,0,0.04160,0
419,0,0,0,0,0,0.04591,0
420,0,0,0,0,0,0.03525,0
421,0,0,0,0,0,0.04483,0
422,0,0,0,0,0,0.03832,0
423,0,0,0,0,0,0.03866,0
424,0,0,0,0,0,0.03633,0
425,0,0,0,0,0,0.03674,0
426,0,0,0,0,0,0.04121,0
427,0,0,0,0,0,0.03666,0
428,0,0,0,0,0,0.04222,0
429,0,0,0,0,0,0.03801,0
430,0,0,0,0,0,0.03636,0
431,0,0,0,0,0,0.03842,0
432,0,0,0,0,0,0.04101,0
433,0,0,0,0,0,0.03917,0
434,0,0,0,0,0,0.04010,0
435,0,0,0,0,0,0.04209,0
436,0,0,0,0,0,0.04325,0
437,0,0,0,0,0,0.03907,0
438,0,0,0,0,0,0.03687,0
439,0,0,0,0,0,0.04023,0
440,0,0,0,0,0,0.04141,0
441,0,0,0,0,0,0.03562,0
442,0,0,0,0,0,0.03733,0
443,0,0,0,0,0,0.03784,0
444,0,0,0,0,0,0.03938,0
445,0,0,0,0,0,0.03772,0
446,0,0,0,0,0,0.04212,0
447,0,0,0,0,0,0.03518,0
448,0,0,0,0,0,0.03526,0
449,0,0,0,0,0,0.03900,0
450,0,0,0,0,0,0.03947,0
451,0,0,0,0,0,0.03564,0
452,0,0,0,0,0,0.03818,0
453,0,0,0,0,0,0.03880,0
454,0,0,0,0,0,0.03882,0
455,0,0,0,0,0,0.04046,0
456,0,0,0,0,0,0.03802,0
457,0,0,0,0,0,0.04443,0
458,0,0,0,0,0,0.04146,0
459,0,0,0,0,0,0.03758,0
460,0,0,0,0,0,0.04028,0
461,0,0,0,0,0,0.04037,0
462,0,0,0,0,0,0.04364,0
463,0,0,0,0,0,0.03820,0
464,0,0,0,0,0,0.04230,0
465,0,0,0,0,0,0.04013,0
466,0,0,0,0,0,0.04447,0
467,0,0,0,0,0,0.04387,0
468,0,0,0,0,0,0.04059,0
469,0,0,0,0,0,0.03921,0
470,0,0,0,0,0,0.04152,0
471,0,0,0,0,0,0.03946,0
472,0,0,0,0,0,0.04504,0
473,0,0,0,0,0,0.04024,0
474,0,0,0,0,0,0.03878,0
475,0,0,0,0,0,0.03862,0
476,0,0,0,0,0,0.03636,0
477,0,0,0,0,0,0.04167,0
478,0,0,0,0,0,0.03754,0
479,0,0,0,0,0,0.04329,0
480,0,0,0,0,0,0.03612,0
481,0,0,0,0,0,0.04038,0
482,0,0,0,0,0,0.04345,0
483,0,0,0,0,0,0.03354,0
484,0,0,0,0,0,0.04605,0
485,0,0,0,0,0,0.03872,0
486,0,0,0,0,0,0.04042,0
487,0,0,0,0,0,0.04171,0
488,0,0,0,0,0,0.04218,0
489,0,0,0,0,0,0.04082,0
490,0,0,0,0,0,0.04299,0
491,0,0,0,0,0,0.04156,0
492,0,0,0,0,0,0.04528,0
493,0,0,0,0,0,0.04157,0
494,0,0,0,0,0,0.04589,0
495,0,0,0,0,0,0.04270,0
496,0,0,0,0,0,0.03458,0
497,0,0,0,0,0,0.04783,0
498,0,0,0,0,0,0.03828,0
499,0,0,0,0,0,0.04449,0
500,0,0,0,0,0,0.04008,0
501,0,0,0,0,0,0.04318,0
502,0,0,0,0,0,0.03793,0
503,0,0,0,0,0,0.04188,0
504,0,0,0,0,0,0.03924,0
505,0,0,0,0,0,0.04474,0
506,0,0,0,0,0,0.04132,0
507,0,0,0,0,0,0.04281,0
508,0,0,0,0,0,0.03351,0
509,0,0,0,0,0,0.03974,0
510,0,0,0,0,0,0.04123,0
511,0,0,0,0,0,0.04067,0
512,0,0,0,0,0,0.04288,0
513,0,0,0,0,0,0.03890,0
514,0,0,0,0,0,0.04015,0
515,0,0,0,0,0,0.04354,0
516,0,0,0,0,0,0.03316,0
517,0,0,0,0,0,0.04177,0
518,0,0,0,0,0,0.03900,0
519,0,0,0,0,0,0.03726,0
520,0,0,0,0,0,0.04101,0
521,0,0,0,0,0,0.04368,0
522,0,0,0,0,0,0.04312,0
523,0,0,0,0,0,0.03959,0
524,0,0,0,0,0,0.04263,0
525,0,0,0,0,0,0.04260,0
526,0,0,0,0,0,0.03974,0
527,0,0,0,0,0,0.03792,0
528,0,0,0,0,0,0.03809,0
529,0,0,0,0,0,0.04251,0
530,0,0,0,0,0,0.03987,0
531,0,0,0,0,0,0.03686,0
532,0,0,0,0,0,0.03495,0
533,0,0,0,0,0,0.04250,0
534,0,0,0,0,0,0.03836,0
535,0,0,0,0,0,0.04099,0
536,0,0,0,0,0,0.04372,0
537,0,0,0,0,0,0.03607,0
538,0,0,0,0,0,0.03986,0
539,0,0,0,0,0,0.03949,0
540,0,0,0,0,0,0.04114,0
541,0,0,0,0,0,0.04372,0
542,0,0,0,0,0,0.03601,0
543,0,0,0,0,0,0.04171,0
544,0,0,0,0,0,0.04309,0
545,0,0,0,0,0,0.03944,0
546,0,0,0,0,0,0.03959,0
547,0,0,0,0,0,0.04126,0
548,0,0,0,0,0,0.04103,0
549,0,0,0,0,0,0.04175,0
550,0,0,0,0,0,0.04168,0
551,0,0,0,0,0,0.03705,0
552,0,0,0,0,0,0.04297,0
553,0,0,0,0,0,0.04350,0
554,0,0,0,0,0,0.04056,0
555,0,0,0,0,0,0.03552,0
556,0,0,0,0,0,0.03966,0
557,0,0,0,0,0,0.04058,0
558,0,0,0,0,0,0.03657,0
559,0,0,0,0,0,0.03892,0
560,0,0,0,0,0,0.03577,0
561,0,0,0,0,0,0.04182,0
562,0,0,0,0,0,0.04050,0
563,0,0,0,0,0,0.03506,0
564,0,0,0,0,0,0.04105,0
565,0,0,0,0,0,0.03983,0
566,0,0,0,0,0,0.04155,0
567,0,0,0,0,0,0.03883,0
568,0,0,0,0,0,0.03760,0
569,0,0,0,0,0,0.03769,0
570,0,0,0,0,0,0.03839,0
571,0,0,0,0,0,0.04006,0
572,0,0,0,0,0,0.04044,0
573,0,0,0,0,0,0.03943,0
574,0,0,0,0,0,0.03873,0
575,0,0,0,0,0,0.03895,0
576,0,0,0,0,0,0.04752,0
577,0,0,0,0,0,0.03769,0
578,0,0,0,0,0,0.03833,0
579,0,0,0,0,0,0.04988,0
580,0,0,0,0,0,0.04126,0
581,0,0,0,0,0,0.03586,0
582,0,0,0,0,0,0.04253,0
583,0,0,0,0,0,0.03727,0
584,0,0,0,0,0,0.04273,0
585,0,0,0,0,0,0.03937,0
586,0,0,0,0,0,0.03868,0
587,0,0,0,0,0,0.04483,0
588,0,0,0,0,0,0.04170,0
589,0,0,0,0,0,0.04292,0
590,0,0,0,0,0,0.04130,0
591,0,0,0,0,0,0.03867,0
592,0,0,0,0,0,0.04183,0
593,0,0,0,0,0,0.04363,0
594,0,0,0,0,0,0.04040,0
595,0,0,0,0,0,0.04540,0
596,0,0,0,0,0,0.04255,0
597,0,0,0,0,0,0.04064,0
598,0,0,0,0,0,0.04075,0
599,0,0,0,0,0,0.04041,0
600,0,0,0,0,0,0.03625,0
601,0,0,0,0,0,0.04000,0
602,0,0,0,0,0,0.06462,0
603,0,0,0,0,0,0.08923,0
604,0,0,0,0,0,0.11385,0
605,0,0,0,0,0,0.13846,0
606,0,0,0,0,0,0.16308,0
607,0,0,0,0,0,0.18769,0
608,0,0,0,0,0,0.21231,0
609,0,0,0,0,0,0.23692,0
610,0,0,0,0,0,0.26154,0
611,0,0,0,0,0,0.28615,0
612,0,0,0,0,0,0.31077,0
613,0,0,0,0,0,0.33538,0
614,0,0,0,0,0,0.36000,0
615,0,0,0,0,0,0.38462,0
616,0,0,0,0,0,0.40923,0
617,0,0,0,0,0,0.43385,0
618,0,0,0,0,0,0.45846,0
619,0,0,0,0,0,0.48308,0
620,0,0,0,0,0,0.50769,0
621,0,0,0,0,0,0.53231,0
622,0,0,0,0,0,0.55692,0
623,0,0,0,0,0,0.58154,0
624,0,0,0,0,0,0.60615,0
625,0,0,0,0,0,0.63077,0
626,0,0,0,0,0,0.65538,0
627,0,0,0,0,0,0.68000,0
628,0,0,0,0,0,0.70462,0
629,0,0,0,0,0,0.72923,0
630,0,0,0,0,0,0.75385,0
631,0,0,0,0,0,0.77846,0
632,0,0,0,0,0,0.80308,0
633,0,0,0,0,0,0.82769,0
634,0,0,0,0,0,0.85231,0
635,0,0,0,0,0,0.87692,0
636,0,0,0,0,0,0.90154,0
637,0,0,0,0,0,0.92615,0
638,0,0,0,0,0,0.95077,0
639,0,0,0,0,0,0.97538,0
640,0,0,0,0,0,1.00000,0
641,0,0,0,0,0,0.99964,0
642,0,0,0,0,0,1.00088,0
643,0,0,0,0,0,0.99834,0
644,0,0,0,0,0,1.00135,0
645,0,0,0,0,0,1.00009,0
646,0,0,0,0,0,1.00309,0
647,0,0,0,0,0,1.00265,0
648,0,0,0,0,0,1.00067,0
649,0,0,0,0,0,0.99453,0
650,0,0,0,0,0,1.00716,0
651,0,0,0,0,0,0.99943,0
652,0,0,0,0,0,0.99968,0
653,0,0,0,0,0,0.99863,0
654,0,0,0,0,0,0.99805,0
655,0,0,0,0,0,1.00618,0
656,0,0,0,0,0,1.00554,0
657,0,0,0,0,0,1.00178,0
658,0,0,0,0,0,0.99957,0
659,0,0,0,0,0,1.00248,0
660,0,0,0,0,0,1.00030,0
661,0,0,0,0,0,0.99924,0
662,0,0,0,0,0,1.00135,0
663,0,0,0,0,0,0.99824,0
664,0,0,0,0,0,1.00101,0
665,0,0,0,0,0,1.00082,0
666,0,0,0,0,0,1.00241,0
667,0,0,0,0,0,0.99752,0
668,0,0,0,0,0,1.00284,0
669,0,0,0,0,0,0.99637,0
670,0,0,0,0,0,0.99771,0
671,0,0,0,0,0,0.99788,0
672,0,0,0,0,0,0.99571,0
673,0,0,0,0,0,1.00406,0
674,0,0,0,0,0,0.99612,0
675,0,0,0,0,0,0.99720,0
676,0,0,0,0,0,1.00502,0
677,0,0,0,0,0,0.99772,0
678,0,0,0,0,0,0.99925,0
679,0,0,0,0,0,0.99595,0
680,0,0,0,0,0,1.00333,0
681,0,0,0,0,0,1.00339,0
682,0,0,0,0,0,1.00296,0
683,0,0,0,0,0,1.00215,0
684,0,0,0,0,0,1.00029,0
685,0,0,0,0,0,0.99790,0
686,0,0,0,0,0,0.99674,0
687,0,0,0,0,0,1.00516,0
688,0,0,0,0,0,1.00306,0
689,0,0,0,0,0,0.99723,0
690,0,0,0,0,0,1.00016,0
691,0,0,0,0,0,0.99880,0
692,0,0,0,0,0,0.99549,0
693,0,0,0,0,0,1.00071,0
694,0,0,0,0,0,0.99834,0
695,0,0,0,0,0,0.99619,0
696,0,0,0,0,0,0.99408,0
697,0,0,0,0,0,0.99374,0
698,0,0,0,0,0,0.99851,0
699,0,0,0,0,0,0.99966,0
700,0,0,0,0,0,0.99650,0
701,0,0,0,0,0,1.00260,0
702,0,0,0,0,0,0.99974,0
703,0,0,0,0,0,1.00231,0
704,0,0,0,0,0,0.99927,0
705,0,0,0,0,0,0.99685,0
706,0,0,0,0,0,1.00046,0
707,0,0,0,0,0,0.99495,0
708,0,0,0,0,0,1.00216,0
709,0,0,0,0,0,0.99625,0
710,0,0,0,0,0,1.00367,0
711,0,0,0,0,0,0.99865,0
712,0,0,0,0,0,1.00425,0
713,0,0,0,0,0,0.99551,0
714,0,0,0,0,0,0.99729,0
715,0,0,0,0,0,1.00152,0
716,0,0,0,0,0,1.00468,0
717,0,0,0,0,0,1.00667,0
718,0,0,0,0,0,1.00017,0
719,0,0,0,0,0,1.00735,0
720,0,0,0,0,0,0.99884,0
721,0,0,0,0,0,1.00440,0
722,0,0,0,0,0,0.99623,0
723,0,0,0,0,0,1.00168,0
724,0,0,0,0,0,0.99063,0
725,0,0,0,0,0,0.99551,0
726,0,0,0,0,0,1.00187,0
727,0,0,0,0,0,0.99475,0
728,0,0,0,0,0,1.00171,0
729,0,0,0,0,0,1.00363,0
730,0,0,0,0,0,0.99799,0
731,0,0,0,0,0,0.99612,0
732,0,0,0,0,0,0.99810,0
