OCV-FallOff Beispielmessung
Index,c2,c3,c4,c5,c6,Voltage,c8
263,0,0,0,0,0,0.03645,0
264,0,0,0,0,0,0.04493,0
265,0,0,0,0,0,0.03485,0
266,0,0,0,0,0,0.03672,0
267,0,0,0,0,0,0.04125,0
268,0,0,0,0,0,0.04499,0
269,0,0,0,0,0,0.04095,0
270,0,0,0,0,0,0.04169,0
271,0,0,0,0,0,0.04005,0
272,0,0,0,0,0,0.03692,0
273,0,0,0,0,0,0.03853,0
274,0,0,0,0,0,0.03636,0
275,0,0,0,0,0,0.03616,0
276,0,0,0,0,0,0.04121,0
277,0,0,0,0,0,0.03663,0
278,0,0,0,0,0,0.04096,0
279,0,0,0,0,0,0.03609,0
280,0,0,0,0,0,0.04089,0
281,0,0,0,0,0,0.03853,0
282,0,0,0,0,0,0.04422,0
283,0,0,0,0,0,0.04097,0
284,0,0,0,0,0,0.04371,0
285,0,0,0,0,0,0.03773,0
286,0,0,0,0,0,0.04017,0
287,0,0,0,0,0,0.03706,0
288,0,0,0,0,0,0.03876,0
289,0,0,0,0,0,0.03921,0
290,0,0,0,0,0,0.03782,0
291,0,0,0,0,0,0.03635,0
292,0,0,0,0,0,0.03576,0
293,0,0,0,0,0,0.03298,0
294,0,0,0,0,0,0.03683,0
295,0,0,0,0,0,0.04188,0
296,0,0,0,0,0,0.03520,0
297,0,0,0,0,0,0.03590,0
298,0,0,0,0,0,0.04537,0
299,0,0,0,0,0,0.03809,0
300,0,0,0,0,0,0.04096,0
301,0,0,0,0,0,0.04193,0
302,0,0,0,0,0,0.04199,0
303,0,0,0,0,0,0.03543,0
304,0,0,0,0,0,0.03931,0
305,0,0,0,0,0,0.03515,0
306,0,0,0,0,0,0.04734,0
307,0,0,0,0,0,0.03522,0
308,0,0,0,0,0,0.03686,0
309,0,0,0,0,0,0.03688,0
310,0,0,0,0,0,0.03551,0
311,0,0,0,0,0,0.04406,0
312,0,0,0,0,0,0.04727,0
313,0,0,0,0,0,0.03857,0
314,0,0,0,0,0,0.03604,0
315,0,0,0,0,0,0.03329,0
316,0,0,0,0,0,0.03927,0
317,0,0,0,0,0,0.03905,0
318,0,0,0,0,0,0.03805,0
319,0,0,0,0,0,0.04066,0
320,0,0,0,0,0,0.04119,0
321,0,0,0,0,0,0.04097,0
322,0,0,0,0,0,0.03905,0
323,0,0,0,0,0,0.03670,0
324,0,0,0,0,0,0.04200,0
325,0,0,0,0,0,0.04004,0
326,0,0,0,0,0,0.04267,0
327,0,0,0,0,0,0.04237,0
328,0,0,0,0,0,0.03573,0
329,0,0,0,0,0,0.03570,0
330,0,0,0,0,0,0.03773,0
331,0,0,0,0,0,0.03683,0
332,0,0,0,0,0,0.04227,0
333,0,0,0,0,0,0.04105,0
334,0,0,0,0,0,0.04330,0
335,0,0,0,0,0,0.04119,0
336,0,0,0,0,0,0.04063,0
337,0,0,0,0,0,0.04360,0
338,0,0,0,0,0,0.04141,0
339,0,0,0,0,0,0.04020,0
340,0,0,0,0,0,0.04444,0
341,0,0,0,0,0,0.04035,0
342,0,0,0,0,0,0.03909,0
343,0,0,0,0,0,0.03749,0
344,0,0,0,0,0,0.04211,0
345,0,0,0,0,0,0.04371,0
346,0,0,0,0,0,0.03985,0
347,0,0,0,0,0,0.04392,0
348,0,0,0,0,0,0.03409,0
349,0,0,0,0,0,0.03983,0
350,0,0,0,0,0,0.03988,0
351,0,0,0,0,0,0.03782,0
352,0,0,0,0,0,0.04715,0
353,0,0,0,0,0,0.03980,0
354,0,0,0,0,0,0.03878,0
355,0,0,0,0,0,0.04008,0
356,0,0,0,0,0,0.03399,0
357,0,0,0,0,0,0.03772,0
358,0,0,0,0,0,0.04295,0
359,0,0,0,0,0,0.03811,0
360,0,0,0,0,0,0.03751,0
361,0,0,0,0,0,0.04393,0
362,0,0,0,0,0,0.04402,0
363,0,0,0,0,0,0.04155,0
364,0,0,0,0,0,0.03863,0
365,0,0,0,0,0,0.03928,0
366,0,0,0,0,0,0.03759,0
367,0,0,0,0,0,0.03702,0
368,0,0,0,0,0,0.03687,0
369,0,0,0,0,0,0.03815,0
370,0,0,0,0,0,0.03690,0
371,0,0,0,0,0,0.03531,0
372,0,0,0,0,0,0.04066,0
373,0,0,0,0,0,0.04070,0
374,0,0,0,0,0,0.04510,0
375,0,0,0,0,0,0.03799,0
376,0,0,0,0,0,0.04089,0
377,0,0,0,0,0,0.04094,0
378,0,0,0,0,0,0.03924,0
379,0,0,0,0,0,0.04223,0
380,0,0,0,0,0,0.04233,0
381,0,0,0,0,0,0.04098,0
382,0,0,0,0,0,0.03923,0
383,0,0,0,0,0,0.03893,0
384,0,0,0,0,0,0.03590,0
385,0,0,0,0,0,0.03758,0
386,0,0,0,0,0,0.03813,0
387,0,0,0,0,0,0.03663,0
388,0,0,0,0,0,0.04132,0
389,0,0,0,0,0,0.04359,0
390,0,0,0,0,0,0.03728,0
391,0,0,0,0,0,0.04085,0
392,0,0,0,0,0,0.03690,0
393,0,0,0,0,0,0.03909,0
394,0,0,0,0,0,0.03793,0
395,0,0,0,0,0,0.04181,0
396,0,0,0,0,0,0.03796,0
397,0,0,0,0,0,0.04303,0
398,0,0,0,0,0,0.03926,0
399,0,0,0,0,0,0.03805,0
400,0,0,0,0,0,0.03624,0
401,0,0,0,0,0,0.04076,0
402,0,0,0,0,0,0.04269,0
403,0,0,0,0,0,0.04082,0
404,0,0,0,0,0,0.04672,0
405,0,0,0,0,0,0.04429,0
406,0,0,0,0,0,0.03908,0
407,0,0,0,0,0,0.03905,0
408,0,0,0,0,0,0.04141,0
409,0,0,0,0,0,0.03749,0
410,0,0,0,0,0,0.04350,0
411,0,0,0,0,0,0.04108,0
412,0,0,0,0,0,0.04077,0
413,0,0,0,0,0,0.04206,0
414,0,0,0,0,0,0.04517,0
415,0,0,0,0,0,0.04051,0
416,0,0,0,0,0,0.03966,0
417,0,0,0,0,0,0.04453,0
418,0,0,0,0,0,0.04290,0
419,0,0,0,0,0,0.03904,0
420,0,0,0,0,0,0.04002,0
421,0,0,0,0,0,0.04059,0
422,0,0,0,0,0,0.04109,0
423,0,0,0,0,0,0.03593,0
424,0,0,0,0,0,0.03537,0
425,0,0,0,0,0,0.03734,0
426,0,0,0,0,0,0.03711,0
427,0,0,0,0,0,0.03807,0
428,0,0,0,0,0,0.04190,0
429,0,0,0,0,0,0.03949,0
430,0,0,0,0,0,0.04059,0
431,0,0,0,0,0,0.03633,0
432,0,0,0,0,0,0.03862,0
433,0,0,0,0,0,0.04176,0
434,0,0,0,0,0,0.04178,0
435,0,0,0,0,0,0.03783,0
436,0,0,0,0,0,0.04048,0
437,0,0,0,0,0,0.04660,0
438,0,0,0,0,0,0.03995,0
439,0,0,0,0,0,0.03792,0
440,0,0,0,0,0,0.03948,0
441,0,0,0,0,0,0.04028,0
442,0,0,0,0,0,0.03955,0
443,0,0,0,0,0,0.03991,0
444,0,0,0,0,0,0.03567,0
445,0,0,0,0,0,0.03711,0
446,0,0,0,0,0,0.03955,0
447,0,0,0,0,0,0.03950,0
448,0,0,0,0,0,0.03830,0
449,0,0,0,0,0,0.03947,0
450,0,0,0,0,0,0.04018,0
451,0,0,0,0,0,0.04267,0
452,0,0,0,0,0,0.03970,0
453,0,0,0,0,0,0.04120,0
454,0,0,0,0,0,0.03838,0
455,0,0,0,0,0,0.04172,0
456,0,0,0,0,0,0.04113,0
457,0,0,0,0,0,0.04260,0
458,0,0,0,0,0,0.04214,0
459,0,0,0,0,0,0.04177,0
460,0,0,0,0,0,0.03970,0
461,0,0,0,0,0,0.04073,0
462,0,0,0,0,0,0.04319,0
463,0,0,0,0,0,0.03804,0
464,0,0,0,0,0,0.03811,0
465,0,0,0,0,0,0.04054,0
466,0,0,0,0,0,0.04125,0
467,0,0,0,0,0,0.03753,0
468,0,0,0,0,0,0.03978,0
469,0,0,0,0,0,0.03972,0
470,0,0,0,0,0,0.03335,0
471,0,0,0,0,0,0.03934,0
472,0,0,0,0,0,0.03953,0
473,0,0,0,0,0,0.03952,0
474,0,0,0,0,0,0.04425,0
475,0,0,0,0,0,0.03635,0
476,0,0,0,0,0,0.03753,0
477,0,0,0,0,0,0.03216,0
478,0,0,0,0,0,0.03856,0
479,0,0,0,0,0,0.03881,0
480,0,0,0,0,0,0.03847,0
481,0,0,0,0,0,0.04332,0
482,0,0,0,0,0,0.04258,0
483,0,0,0,0,0,0.04023,0
484,0,0,0,0,0,0.03889,0
485,0,0,0,0,0,0.04308,0
486,0,0,0,0,0,0.03994,0
487,0,0,0,0,0,0.03755,0
488,0,0,0,0,0,0.03485,0
489,0,0,0,0,0,0.03868,0
490,0,0,0,0,0,0.04226,0
491,0,0,0,0,0,0.04683,0
492,0,0,0,0,0,0.04018,0
493,0,0,0,0,0,0.03770,0
494,0,0,0,0,0,0.03645,0
495,0,0,0,0,0,0.04166,0
496,0,0,0,0,0,0.03471,0
497,0,0,0,0,0,0.04165,0
498,0,0,0,0,0,0.04245,0
499,0,0,0,0,0,0.04131,0
500,0,0,0,0,0,0.03934,0
501,0,0,0,0,0,0.04169,0
502,0,0,0,0,0,0.04051,0
503,0,0,0,0,0,0.03767,0
504,0,0,0,0,0,0.04555,0
505,0,0,0,0,0,0.03894,0
506,0,0,0,0,0,0.04233,0
507,0,0,0,0,0,0.03274,0
508,0,0,0,0,0,0.04383,0
509,0,0,0,0,0,0.04441,0
510,0,0,0,0,0,0.04009,0
511,0,0,0,0,0,0.04168,0
512,0,0,0,0,0,0.04168,0
513,0,0,0,0,0,0.03807,0
514,0,0,0,0,0,0.04164,0
515,0,0,0,0,0,0.03757,0
516,0,0,0,0,0,0.03817,0
517,0,0,0,0,0,0.04338,0
518,0,0,0,0,0,0.04292,0
519,0,0,0,0,0,0.03788,0
520,0,0,0,0,0,0.03780,0
521,0,0,0,0,0,0.03806,0
522,0,0,0,0,0,0.04220,0
523,0,0,0,0,0,0.03700,0
524,0,0,0,0,0,0.04107,0
525,0,0,0,0,0,0.04224,0
526,0,0,0,0,0,0.03974,0
527,0,0,0,0,0,0.04303,0
528,0,0,0,0,0,0.03909,0
529,0,0,0,0,0,0.03936,0
530,0,0,0,0,0,0.03707,0
531,0,0,0,0,0,0.04305,0
532,0,0,0,0,0,0.03770,0
533,0,0,0,0,0,0.04105,0
534,0,0,0,0,0,0.03979,0
535,0,0,0,0,0,0.03684,0
536,0,0,0,0,0,0.03817,0
537,0,0,0,0,0,0.04415,0
538,0,0,0,0,0,0.04060,0
539,0,0,0,0,0,0.03697,0
540,0,0,0,0,0,0.04092,0
541,0,0,0,0,0,0.03956,0
542,0,0,0,0,0,0.05036,0
543,0,0,0,0,0,0.04086,0
544,0,0,0,0,0,0.03886,0
545,0,0,0,0,0,0.04426,0
546,0,0,0,0,0,0.03448,0
547,0,0,0,0,0,0.04028,0
548,0,0,0,0,0,0.04598,0
549,0,0,0,0,0,0.03965,0
550,0,0,0,0,0,0.03480,0
551,0,0,0,0,0,0.03881,0
552,0,0,0,0,0,0.04436,0
553,0,0,0,0,0,0.04113,0
554,0,0,0,0,0,0.03748,0
555,0,0,0,0,0,0.03794,0
556,0,0,0,0,0,0.03832,0
557,0,0,0,0,0,0.04108,0
558,0,0,0,0,0,0.04401,0
559,0,0,0,0,0,0.04316,0
560,0,0,0,0,0,0.04137,0
561,0,0,0,0,0,0.03601,0
562,0,0,0,0,0,0.03602,0
563,0,0,0,0,0,0.04160,0
564,0,0,0,0,0,0.03596,0
565,0,0,0,0,0,0.03932,0
566,0,0,0,0,0,0.04091,0
567,0,0,0,0,0,0.03659,0
568,0,0,0,0,0,0.03693,0
569,0,0,0,0,0,0.03972,0
570,0,0,0,0,0,0.04151,0
571,0,0,0,0,0,0.04318,0
572,0,0,0,0,0,0.04182,0
573,0,0,0,0,0,0.04022,0
574,0,0,0,0,0,0.03776,0
575,0,0,0,0,0,0.03679,0
576,0,0,0,0,0,0.03847,0
577,0,0,0,0,0,0.04123,0
578,0,0,0,0,0,0.04101,0
579,0,0,0,0,0,0.03370,0
580,0,0,0,0,0,0.03764,0
581,0,0,0,0,0,0.04361,0
582,0,0,0,0,0,0.04024,0
583,0,0,0,0,0,0.03575,0
584,0,0,0,0,0,0.04707,0
585,0,0,0,0,0,0.03991,0
586,0,0,0,0,0,0.04115,0
587,0,0,0,0,0,0.04120,0
588,0,0,0,0,0,0.03890,0
589,0,0,0,0,0,0.03782,0
590,0,0,0,0,0,0.04637,0
591,0,0,0,0,0,0.04301,0
592,0,0,0,0,0,0.04247,0
593,0,0,0,0,0,0.04173,0
594,0,0,0,0,0,0.03699,0
595,0,0,0,0,0,0.04383,0
596,0,0,0,0,0,0.03747,0
597,0,0,0,0,0,0.04085,0
598,0,0,0,0,0,0.03508,0
599,0,0,0,0,0,0.03388,0
600,0,0,0,0,0,0.04095,0
601,0,0,0,0,0,0.04000,0
602,0,0,0,0,0,0.06410,0
603,0,0,0,0,0,0.08821,0
604,0,0,0,0,0,0.11231,0
605,0,0,0,0,0,0.13641,0
606,0,0,0,0,0,0.16051,0
607,0,0,0,0,0,0.18462,0
608,0,0,0,0,0,0.20872,0
609,0,0,0,0,0,0.23282,0
610,0,0,0,0,0,0.25692,0
611,0,0,0,0,0,0.28103,0
612,0,0,0,0,0,0.30513,0
613,0,0,0,0,0,0.32923,0
614,0,0,0,0,0,0.35333,0
615,0,0,0,0,0,0.37744,0
616,0,0,0,0,0,0.40154,0
617,0,0,0,0,0,0.42564,0
618,0,0,0,0,0,0.44974,0
619,0,0,0,0,0,0.47385,0
620,0,0,0,0,0,0.49795,0
621,0,0,0,0,0,0.52205,0
622,0,0,0,0,0,0.54615,0
623,0,0,0,0,0,0.57026,0
624,0,0,0,0,0,0.59436,0
625,0,0,0,0,0,0.61846,0
626,0,0,0,0,0,0.64256,0
627,0,0,0,0,0,0.66667,0
628,0,0,0,0,0,0.69077,0
629,0,0,0,0,0,0.71487,0
630,0,0,0,0,0,0.73897,0
631,0,0,0,0,0,0.76308,0
632,0,0,0,0,0,0.78718,0
633,0,0,0,0,0,0.81128,0
634,0,0,0,0,0,0.83538,0
635,0,0,0,0,0,0.85949,0
636,0,0,0,0,0,0.88359,0
637,0,0,0,0,0,0.90769,0
638,0,0,0,0,0,0.93179,0
639,0,0,0,0,0,0.95590,0
640,0,0,0,0,0,0.98000,0
641,0,0,0,0,0,0.97676,0
642,0,0,0,0,0,0.97204,0
643,0,0,0,0,0,0.98216,0
644,0,0,0,0,0,0.98848,0
645,0,0,0,0,0,0.98556,0
646,0,0,0,0,0,0.97897,0
647,0,0,0,0,0,0.98004,0
648,0,0,0,0,0,0.98355,0
649,0,0,0,0,0,0.98449,0
650,0,0,0,0,0,0.97863,0
651,0,0,0,0,0,0.98014,0
652,0,0,0,0,0,0.98120,0
653,0,0,0,0,0,0.98222,0
654,0,0,0,0,0,0.97947,0
655,0,0,0,0,0,0.97952,0
656,0,0,0,0,0,0.98552,0
657,0,0,0,0,0,0.98484,0
658,0,0,0,0,0,0.98191,0
659,0,0,0,0,0,0.98688,0
660,0,0,0,0,0,0.97845,0
661,0,0,0,0,0,0.98649,0
662,0,0,0,0,0,0.98217,0
663,0,0,0,0,0,0.99308,0
664,0,0,0,0,0,0.97523,0
665,0,0,0,0,0,0.97724,0
666,0,0,0,0,0,0.98168,0
667,0,0,0,0,0,0.98159,0
668,0,0,0,0,0,0.98780,0
669,0,0,0,0,0,0.97733,0
670,0,0,0,0,0,0.98362,0
671,0,0,0,0,0,0.98465,0
672,0,0,0,0,0,0.98282,0
673,0,0,0,0,0,0.97616,0
674,0,0,0,0,0,0.98563,0
675,0,0,0,0,0,0.98492,0
676,0,0,0,0,0,0.98240,0
677,0,0,0,0,0,0.98082,0
678,0,0,0,0,0,0.98090,0
679,0,0,0,0,0,0.97969,0
680,0,0,0,0,0,0.98256,0
681,0,0,0,0,0,0.98012,0
682,0,0,0,0,0,0.97661,0
683,0,0,0,0,0,0.97581,0
684,0,0,0,0,0,0.97699,0
685,0,0,0,0,0,0.98089,0
686,0,0,0,0,0,0.97989,0
687,0,0,0,0,0,0.98086,0
688,0,0,0,0,0,0.98200,0
689,0,0,0,0,0,0.97749,0
690,0,0,0,0,0,0.98586,0
691,0,0,0,0,0,0.97893,0
692,0,0,0,0,0,0.97827,0
693,0,0,0,0,0,0.98193,0
694,0,0,0,0,0,0.97265,0
695,0,0,0,0,0,0.97684,0
696,0,0,0,0,0,0.98392,0
697,0,0,0,0,0,0.97305,0
698,0,0,0,0,0,0.98447,0
699,0,0,0,0,0,0.98604,0
700,0,0,0,0,0,0.97852,0
701,0,0,0,0,0,0.98117,0
702,0,0,0,0,0,0.98448,0
703,0,0,0,0,0,0.97813,0
704,0,0,0,0,0,0.98347,0
705,0,0,0,0,0,0.97732,0
706,0,0,0,0,0,0.97809,0
707,0,0,0,0,0,0.97680,0
708,0,0,0,0,0,0.98137,0
709,0,0,0,0,0,0.98463,0
710,0,0,0,0,0,0.97926,0
711,0,0,0,0,0,0.97492,0
712,0,0,0,0,0,0.97567,0
713,0,0,0,0,0,0.98158,0
714,0,0,0,0,0,0.98738,0
715,0,0,0,0,0,0.98157,0
716,0,0,0,0,0,0.97845,0
717,0,0,0,0,0,0.98306,0
718,0,0,0,0,0,0.97904,0
719,0,0,0,0,0,0.97849,0
720,0,0,0,0,0,0.97617,0
721,0,0,0,0,0,0.98563,0
722,0,0,0,0,0,0.96984,0
723,0,0,0,0,0,0.98319,0
724,0,0,0,0,0,0.97815,0
725,0,0,0,0,0,0.97836,0
726,0,0,0,0,0,0.98677,0
727,0,0,0,0,0,0.97714,0
728,0,0,0,0,0,0.97728,0
729,0,0,0,0,0,0.97948,0
730,0,0,0,0,0,0.98166,0
731,0,0,0,0,0,0.97823,0
732,0,0,0,0,0,0.97370,0
